source,target,weight
Malaysia,Philippines,9
Malaysia,Russia,9
Malaysia,Guam,1
Malaysia,Pakistan,6
Malaysia,Haiti,1
Malaysia,Czech Republic,5
Malaysia,Mauritania,2
Malaysia,Papua New Guinea,1
Malaysia,Honduras,1
Malaysia,Kenya,7
Malaysia,Uzbekistan,1
Malaysia,Mozambique,1
Malaysia,Estonia,2
Malaysia,Burma,3
Malaysia,Costa Rica,2
Malaysia,Saint Lucia,1
Malaysia,Yemen,1
Malaysia,Fiji,2
Malaysia,Bosnia and Herzegovina,1
Malaysia,Seychelles,2
Malaysia,Puerto Rico,2
Malaysia,Georgia,4
Malaysia,South Sudan,1
Malaysia,Bulgaria,3
Malaysia,Burundi,1
Malaysia,Singapore,10
Malaysia,Australia,10
Malaysia,Austria,5
Malaysia,Angola,3
Malaysia,Netherlands Antilles,2
Malaysia,Latvia,3
Malaysia,Malta,3
Malaysia,Bahamas,1
Malaysia,Iraq,4
Malaysia,Iran,4
Malaysia,Turkmenistan,1
Malaysia,Brunei,1
Malaysia,Chile,4
Malaysia,Equatorial Guinea,3
Malaysia,Madagascar,1
Malaysia,Ghana,3
Malaysia,Kyrgyzstan,1
Malaysia,Reunion,1
Malaysia,Niger,3
Malaysia,New Caledonia,1
Malaysia,Albania,1
Malaysia,East Timor,1
Malaysia,Kazakhstan,3
Malaysia,New Zealand,3
Malaysia,Oman,7
Malaysia,Libya,2
Malaysia,Aruba,1
Kuwait,Cyprus,7
Kuwait,French Polynesia,1
Kuwait,Swaziland,1
Kuwait,Slovenia,2
Kuwait,Romania,6
Kuwait,Portugal,6
Kuwait,Canada,7
Kuwait,Peru,2
Kuwait,Isle of Man,1
Kuwait,Croatia,4
Kuwait,Liberia,3
Kuwait,Lesotho,1
Kuwait,Zambia,5
Kuwait,Gabon,3
Kuwait,Luxembourg,4
Kuwait,Togo,1
Kuwait,Montenegro,1
Kuwait,Uruguay,2
Kuwait,Suriname,1
Kuwait,Cayman Islands,1
Kuwait,Poland,6
Kuwait,Guadeloupe,1
Kuwait,Palau,1
Kuwait,Mauritius,4
Kuwait,Panama,2
Kuwait,Maldives,5
Kuwait,Israel,4
Kuwait,Nepal,3
Kuwait,Afghanistan,2
Kuwait,Malawi,3
Kuwait,Sudan,4
Kuwait,Dominican Republic,3
Kuwait,Virgin Islands,3
Kuwait,Norway,5
Kuwait,Ethiopia,5
Kuwait,Bangladesh,4
Kuwait,Laos,2
Kuwait,Bermuda,1
Kuwait,Mongolia,1
Kuwait,Burkina Faso,3
Kuwait,Sri Lanka,5
Kuwait,Macedonia,1
Kuwait,Turks and Caicos Islands,1
Kuwait,Chad,2
